,genres,name,platform,score
1589,Adventure,Professor Layton vs. Phoenix Wright,Nintendo 3DS,7.8
1590,Action,Luftrausers,PlayStation Vita,8.7
1591,Action,Luftrausers,PC,8.7
1592,Action,Infamous: Second Son,PlayStation 4,8.7
1593,Action,Yaiba: Ninja Gaiden Z,Xbox 360,5.6
1594,Action,Yaiba: Ninja Gaiden Z,PlayStation 3,5.6
1595,Adventure,Master Reboot,PC,6.2
1596,Adventure,Master Reboot,PlayStation 3,6.2
1597,"Action, Adventure",Metal Gear Solid V: Ground Zeroes,Xbox One,8.0
1598,"Action, Adventure",Metal Gear Solid V: Ground Zeroes,PlayStation 4,8.0
1599,"Action, Adventure",Metal Gear Solid V: Ground Zeroes,Xbox 360,8.0
1600,"Action, Adventure",Metal Gear Solid V: Ground Zeroes,PlayStation 3,8.0
1601,RPG,One Piece: Romance Dawn,Nintendo 3DS,5.0
1602,"Card, Battle",Hearthstone: Heroes of WarCraft,PC,9.0
1603,"Card, Battle",Hearthstone: Heroes of WarCraft,Macintosh,9.0
1604,"Card, Battle",Hearthstone: Heroes of WarCraft,iPad,9.0
1605,Shooter,Steel Diver: Sub Wars,Nintendo 3DS,7.8
1606,Platformer,Yoshi's New Island,Nintendo 3DS,7.9
1607,"Action, RPG",Dark Souls II,PC,9.0
1608,"Action, RPG",Dark Souls II,Xbox 360,9.0
1609,"Action, RPG",Dark Souls II,PlayStation 3,9.0
1610,"Shooter, First-Person",Titanfall,Xbox One,8.9
1611,"Shooter, First-Person",Titanfall,Xbox 360,8.9
1612,"Shooter, First-Person",Titanfall,PC,8.9
1613,"Shooter, First-Person",Titanfall (Collector's Edition),Xbox One,8.9
1614,RPG,Final Fantasy X / X-2 HD Remaster,PlayStation Vita,9.3
1615,RPG,Final Fantasy X / X-2 HD Remaster,PlayStation 3,9.3
1616,RPG,Final Fantasy X / X-2 HD Remaster (Limited Edition),PlayStation 3,9.3
1617,Action,Basement Crawl,PlayStation 4,3.0
1618,Adventure,The Walking Dead: Season Two -- Episode 2: A House Divided,iPhone,9.5
1619,Adventure,The Walking Dead: Season Two -- Episode 2: A House Divided,PC,9.5
1620,Adventure,The Walking Dead: Season Two -- Episode 2: A House Divided,PlayStation Vita,9.5
1621,Adventure,The Walking Dead: Season Two -- Episode 2: A House Divided,PlayStation 3,9.5
1622,Adventure,The Walking Dead: Season Two -- Episode 2: A House Divided,Xbox 360,9.5
1623,"Action, RPG",The Witch and the Hundred Knight,PlayStation 3,5.8
1624,RPG,South Park: The Stick of Truth,Xbox 360,9.0
1625,RPG,South Park: The Stick of Truth,PlayStation 3,9.0
1626,RPG,South Park: The Stick of Truth,PC,9.0
1627,"Adventure, Adventure",Thief,PlayStation 3,6.5
1628,"Adventure, Adventure",Thief,Xbox 360,6.5
1629,Action,Castlevania: Lords of Shadow 2,Xbox 360,6.5
1630,Action,Castlevania: Lords of Shadow 2,PC,6.5
1631,Action,Castlevania: Lords of Shadow 2,PlayStation 3,6.5
1632,Shooter,Plants vs. Zombies: Garden Warfare,Xbox One,7.8
1633,"Adventure, Adventure",Thief,Xbox One,6.8
1634,"Adventure, Adventure",Thief,PlayStation 4,6.8
1635,"Adventure, Adventure",Thief,PC,6.8
1636,Shooter,Rambo: The Video Game,PC,3.0
1637,Shooter,Rambo: The Video Game,PlayStation 3,3.0
1638,Shooter,Rambo: The Video Game,Xbox 360,3.0
1639,Simulation,Banished,PC,8.3
1640,"Compilation, RPG",Tales of Symphonia Chronicles,PlayStation 3,8.0
1641,Music,BandFuse: Rock Legends,PlayStation 3,8.2
1642,Music,BandFuse: Rock Legends,Xbox 360,8.2
1643,Strategy,Horizon,PC,6.5
1644,Shooter,TxK,PlayStation Vita,8.2
1645,Action,Toukiden: The Age of Demons,PlayStation Vita,6.2
1646,Action,Strider,PlayStation 4,7.5
1647,Action,Strider,PlayStation 3,7.5
1648,Action,Strider,Xbox 360,7.5
1649,Action,Strider,PC,7.5
1650,Action,Strider,Xbox One,7.5
1651,Action,Earth Defense Force 2025,PlayStation 3,6.5
1652,Action,Earth Defense Force 2025,Xbox 360,6.5
1653,"Platformer, Action",Donkey Kong Country: Tropical Freeze,Wii U,9.0
1654,"Action, Adventure",The Last of Us: Left Behind,PlayStation 3,9.0
1655,Action,Minecraft -- Pocket Edition,Android,7.5
1656,Action,Minecraft -- Pocket Edition,iPhone,7.5
1657,Action,League of Legends,Macintosh,9.2
1658,Action,League of Legends,PC,9.2
1659,"Action, Adventure",The LEGO Movie Videogame,Xbox 360,6.5
1660,"Action, Adventure",The LEGO Movie Videogame,PlayStation 4,6.5
1661,"Action, Adventure",The LEGO Movie Videogame,PlayStation 3,6.5
1662,"Action, Adventure",The LEGO Movie Videogame,Wii U,6.5
1663,"Action, Adventure",The LEGO Movie Videogame,Xbox One,6.5
1664,"Action, Adventure",The LEGO Movie Videogame,PC,6.5
1665,"Shooter, RPG",Borderlands 2: Mad Moxxi and the Wedding Day Massacre,Xbox 360,5.7
1666,RPG,Lightning Returns: Final Fantasy XIII,PlayStation 3,7.0
1667,RPG,Lightning Returns: Final Fantasy XIII,Xbox 360,7.0
1668,Action,Flappy Bird,Android,5.4
1669,Action,Flappy Bird,Windows Phone,5.4
1670,Action,Flappy Bird,iPhone,5.4
1671,Platformer,Dustforce,PlayStation Vita,7.7
1672,Platformer,Dustforce,PlayStation 3,7.7
1673,Adventure,Jazzpunk,PC,7.0
1674,Fighting,Dragon Ball Z: Battle of Z,Xbox 360,6.6
1675,Fighting,Dragon Ball Z: Battle of Z,PlayStation Vita,6.6
1676,Fighting,Dragon Ball Z: Battle of Z,PlayStation 3,6.6
1677,Adventure,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,Xbox 360,8.5
1678,Adventure,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,PlayStation 3,8.5
1679,Adventure,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,PC,8.5
1680,Platformer,Unepic,Wii U,7.0
1681,Strategy,The Castle Doctrine,PC,4.5
1682,Puzzle,Surge Deluxe,PlayStation Vita,7.2
1683,Shooter,Rekoil,PC,3.0
1684,RPG,Fable Anniversary,Xbox 360,8.0
1685,Adventure,Octodad: Dadliest Catch,PC,7.8
1686,RPG,Blackguards,PC,7.8
1687,RPG,Might and Magic X Legacy,PC,7.3
1688,Shooter,Insurgency,PC,7.5
1689,Action,Tomb Raider: Definitive Edition,PlayStation 4,9.1
1690,Action,Tomb Raider: Definitive Edition,Xbox One,9.1
1691,Simulation,Consortium,PC,7.2
1692,Action,Minecraft,PlayStation Vita,9.5
1693,Action,Minecraft,PlayStation 3,9.5
1694,"Music, Action",KickBeat,PC,6.5
1695,Sports,OlliOlli,PlayStation Vita,7.7
1696,Sports,OlliOlli,PC,7.7
1697,Action,Assassin's Creed Liberation HD,PC,5.2
1698,Action,Assassin's Creed Liberation HD,Xbox 360,5.2
1699,Action,Assassin's Creed Liberation HD,PlayStation 3,5.2
1700,"Card, Battle",X-Men: Battle of the Atom,iPhone,4.0
1701,Adventure,Broken Age: Act 1,iPhone,9.5
1702,Adventure,Broken Age: Act 1,PC,9.5
1703,Action,Joe Danger Infinity,iPhone,8.6
1704,Fighting,Nidhogg,PC,9.0
1705,Adventure,Continue?9876543210,PC,7.9
1706,"Strategy, RPG",The Banner Saga,PC,8.6
1707,Adventure,Don't Starve,PlayStation 4,7.5
1708,Adventure,Don't Starve,PC,7.5
1709,Action,Not the Robots,PC,6.5
1710,Shooter,Halo: Spartan Assault,Xbox One,5.8
1711,"Sports, Other",Zumba Fitness World Party,Xbox One,7.2
1712,Action,Metal Gear Rising: Revengeance,PC,8.5
1713,Puzzle,Dr. Luigi,Wii U,7.5
1714,RPG,Sorcery Saga: The Curse of the Great Curry God,PlayStation Vita,7.5
1715,RPG,"Sorcery Saga: The Curse of the Great Curry God (Hot and Spicy, Everything Nicey Limited Edition)",PlayStation Vita,7.5
1716,"Action, RPG",Terraria,PlayStation Vita,9.2
1717,Action,Max: The Curse of Brotherhood,Xbox One,6.0
1718,Party,NES Remix,Wii U,8.0
1719,"Action, RPG",Ravensword: Shadowlands,PC,5.6
1720,"Shooter, RPG",Borderlands 2: How Marcus Saved Mercenary Day,PC,7.3
1721,"Shooter, RPG",Borderlands 2: How Marcus Saved Mercenary Day,Xbox 360,7.3
1722,"Action, RPG",Ys: Memories of Celceta,PlayStation Vita,7.5
1723,Puzzle,The Room Two,iPad,8.6
1724,Adventure,Republique -- Episode 1: Exordium,iPhone,8.5
1725,Puzzle,Cut The Rope 2,iPhone,8.0
1726,Shooter,Samurai Gunn,PC,8.3
1727,"Action, Adventure",Grand Theft Auto: San Andreas,iPhone,8.3
1728,Fighting,AquaPazza,PlayStation 3,7.0
1729,Adventure,The Walking Dead: Season Two -- Episode 1: All That Remains,PlayStation 3,8.0
1730,Adventure,The Walking Dead: Season Two -- Episode 1: All That Remains,PlayStation Vita,8.0
1731,Adventure,The Walking Dead: Season Two -- Episode 1: All That Remains,Xbox 360,8.0
1732,Adventure,The Walking Dead: Season Two -- Episode 1: All That Remains,iPhone,8.0
1733,Adventure,The Walking Dead: Season Two -- Episode 1: All That Remains,PC,8.0
1734,"Action, Adventure",Assassin's Creed IV: Black Flag -- Freedom Cry,PlayStation 4,7.0
1735,Flight,World of Warplanes,PC,7.8
1736,"Racing, Action",Angry Birds Go!,Android,5.0
1737,"Racing, Action",Angry Birds Go!,iPhone,5.0
1738,Fighting,Saint Seiya: Brave Soldiers,PlayStation 3,5.5
1739,Adventure,Doki-Doki Universe,PlayStation Vita,7.0
1740,Adventure,Doki-Doki Universe,PlayStation 3,7.0
1741,Adventure,Doki-Doki Universe,PlayStation 4,7.0
1742,Action,Assassin's Creed Pirates,iPhone,5.5
1743,"Flight, Action",Air Conflicts: Vietnam,Xbox 360,3.5
1744,"Flight, Action",Air Conflicts: Vietnam,PlayStation 3,3.5
1745,"Flight, Action",Air Conflicts: Vietnam,PC,3.5
1746,"Action, RPG",Young Justice: Legacy,PlayStation 3,4.8
1747,"Action, RPG",Young Justice: Legacy,PC,4.8
1748,"Action, RPG",Young Justice: Legacy,Xbox 360,4.8
1749,Puzzle,The Novelist,PC,6.5
1750,Action,The Amazing Spider-Man,PlayStation Vita,4.8
1751,"Puzzle, Action",Peggle 2,Xbox One,9.0
1752,"Puzzle, Action",Peggle 2,PlayStation 4,9.0
1753,Adventure,Adventure Time: Explore the Dungeon Because I Don't Know!,Nintendo 3DS,3.5
1754,Adventure,Adventure Time: Explore the Dungeon Because I Don't Know!,Wii U,3.5
1755,Adventure,Adventure Time: Explore the Dungeon Because I Don't Know!,PC,3.5
1756,Adventure,Adventure Time: Explore the Dungeon Because I Don't Know!,PlayStation 3,3.5
1757,Adventure,Adventure Time: Explore the Dungeon Because I Don't Know!,Xbox 360,3.5
1758,Racing,Gran Turismo 6,PlayStation 3,8.0
1759,RPG,The Guided Fate Paradox,PlayStation 3,7.0
1760,Adventure,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,Xbox 360,6.5
1761,Adventure,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,PC,6.5
1762,Adventure,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,Macintosh,6.5
1763,Adventure,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,Linux,6.5
1764,Adventure,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,PlayStation 3,6.5
1765,RPG,Bravely Default,Nintendo 3DS,8.6
1766,Shooter,Warframe,PlayStation 4,7.5
1767,"Puzzle, Action",Escape Plan,PlayStation 4,8.0
1768,Action,Flower,PlayStation Vita,9.0
1769,Puzzle,Tiny Brains,PlayStation 4,4.5
1770,Puzzle,Tiny Brains,PC,4.5
1771,Puzzle,Tiny Brains,PlayStation 3,4.5
1772,Action,Redshirt,PC,7.4
1773,Simulation,X Rebirth,PC,4.3
1774,RPG,DC Universe Online,PlayStation 4,8.0
1775,Sports,FIFA 14,Xbox One,9.1
1776,Sports,FIFA 14,PlayStation 4,9.1
1777,Sports,FIFA 14,Xbox 360,9.1
1778,RPG,Baldur's Gate II -- Enhanced Edition,PC,8.3
1779,"Puzzle, Adventure",Device 6,iPhone,9.5
1780,Shooter,Deadfall Adventures,PC,4.0
1781,Action,Chivalry: Deadliest Warrior,PC,8.1
1782,Shooter,Battlefield 4,Xbox One,8.5
1783,Simulation,Zoo Tycoon,Xbox One,5.5
1784,"Sports, Fighting",Fighter Within,Xbox One,2.7
1785,Fighting,Injustice: Gods Among Us -- Ultimate Edition,PlayStation Vita,8.2
1786,Fighting,Injustice: Gods Among Us -- Ultimate Edition,PlayStation 4,8.2
1787,Fighting,Injustice: Gods Among Us -- Ultimate Edition,PC,8.2
1788,Party,Mario Party: Island Tour,Nintendo 3DS,5.5
1789,"Action, Puzzle",Super Motherload,PlayStation 4,6.0
1790,Music,Just Dance 2014,PlayStation 4,7.5
1791,"Action, Adventure",Ryse: Son of Rome,Xbox One,6.8
1792,"Action, Adventure",Ryse: Son of Rome,PC,6.8
1793,Sports,Wii Fit U,Wii U,7.5
1794,Racing,Need for Speed Rivals,PlayStation 4,8.0
1795,Racing,Need for Speed Rivals,PC,8.0
1796,Racing,Need for Speed Rivals,Xbox One,8.0
1797,Simulation,SimCity: Cities of Tomorrow,PC,7.5
1798,Racing,Forza Motorsport 5,Xbox One,8.8
1799,Adventure,Tearaway,PlayStation Vita,9.3
1800,Shooter,Battlefield 4,PlayStation 4,8.5
1801,Platformer,Super Mario 3D World,Wii U,9.6
1802,Sports,NBA Live 14,PlayStation 4,4.3
1803,Sports,NBA Live 14,Xbox One,4.3
1804,Pinball,The Pinball Arcade,PC,9.0
1805,Pinball,The Pinball Arcade,PlayStation 4,9.0
1806,Action,Dead Rising 3,Xbox One,8.3
1807,Sports,Powerstar Golf,Xbox One,7.0
1808,Action,Crimson Dragon,Xbox One,5.9
1809,Action,LocoCycle,Xbox One,6.4
1810,Fighting,Killer Instinct,Xbox One,8.4
1811,Sports,Madden NFL 25,Xbox One,7.6
1812,Sports,Madden NFL 25,PlayStation 4,7.6
1813,Adventure,The Legend of Zelda: A Link Between Worlds,Nintendo 3DS,9.4
1814,Shooter,Killzone: Shadow Fall,PlayStation 4,8.0
1815,Action,Knack,PlayStation 4,5.9
1816,Shooter,Resogun,PlayStation 4,9.0
1817,"Puzzle, Action",Contrast,PlayStation 4,7.5
1818,"Puzzle, Action",Contrast,PC,7.5
1819,Action,Flower,PlayStation 4,9.5
1820,"Adventure, Platformer",Stick it to The Man,PlayStation 3,8.6
1821,Sports,NBA 2K14,Xbox One,8.9
1822,Sports,NBA 2K14,PlayStation 4,8.9
1823,Action,Regular Show: Mordecai and Rigby in 8-Bit Land,Nintendo 3DS,6.2
1824,Platformer,Ratchet & Clank: Into the Nexus,PlayStation 3,8.2
1825,Shooter,Bioshock Infinite: Burial at Sea -- Episode One,PC,7.0
1826,Shooter,Bioshock Infinite: Burial at Sea -- Episode One,Xbox 360,7.0
1827,Shooter,Bioshock Infinite: Burial at Sea -- Episode One,PlayStation 3,7.0
1828,Adventure,Professor Layton and the Azran Legacy,Nintendo 3DS,8.5
1829,Strategy,XCOM: Enemy Within,PC,9.0
1830,Strategy,XCOM: Enemy Within -- Commander Edition,PlayStation 3,9.0
1831,Strategy,XCOM: Enemy Within -- Commander Edition,Xbox 360,9.0
1832,"Action, RPG",Path of Exile,PC,8.8
1833,Sports,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Wii U,4.5
1834,Platformer,Rayman Fiesta Run,iPhone,8.9
1835,Shooter,Call of Duty: Ghosts,Wii U,8.8
1836,Shooter,Call of Duty: Ghosts,Xbox 360,8.8
1837,Shooter,Call of Duty: Ghosts,PC,8.8
1838,Shooter,Call of Duty: Ghosts,Xbox One,8.8
1839,Shooter,Call of Duty: Ghosts,PlayStation 3,8.8
1840,Shooter,Call of Duty: Ghosts,PlayStation 4,8.8
1841,Adventure,Hometown Story,Nintendo 3DS,5.0
1842,Adventure,SpongeBob SquarePants: Plankton's Robotic Revenge,PlayStation 3,3.5
1843,"Sports, Simulation",Football Manager 2014,Linux,8.0
1844,"Sports, Simulation",Football Manager 2014,Macintosh,8.0
1845,"Sports, Simulation",Football Manager 2014,PC,8.0
1846,Action,Nickelodeon's Teenage Mutant Ninja Turtles,Nintendo 3DS,5.0
1847,"Action, Adventure",Assassin's Creed IV: Black Flag,PC,8.5
1848,"Action, Adventure",Assassin's Creed IV: Black Flag,Xbox One,8.5
1849,"Action, Adventure",Assassin's Creed IV: Black Flag,Xbox 360,8.5
1850,"Action, Adventure",Assassin's Creed IV: Black Flag,PlayStation 4,8.5
1851,"Action, Adventure",Assassin's Creed IV: Black Flag,PlayStation 3,8.5
1852,"Action, Adventure",Assassin's Creed IV: Black Flag,Wii U,8.5
1853,Shooter,Battlefield 4,PC,8.5
1854,Shooter,Battlefield 4,PlayStation 3,8.0
1855,Shooter,Battlefield 4,Xbox 360,8.0
1856,Wrestling,WWE 2K14,PlayStation 3,8.7
1857,Wrestling,WWE 2K14,Xbox 360,8.7
1858,RPG,Prime World,PC,5.9
1859,Action,Batman: Arkham Origins Blackgate -- Deluxe Edition,PlayStation 3,7.4
1860,Action,Batman: Arkham Origins Blackgate -- Deluxe Edition,Xbox 360,7.4
1861,Action,Batman: Arkham Origins Blackgate -- Deluxe Edition,PC,7.4
1862,Action,Batman: Arkham Origins Blackgate,PlayStation Vita,7.4
1863,Action,Batman: Arkham Origins Blackgate,Nintendo 3DS,7.4
1864,Action,Batman: Arkham Origins,Xbox 360,7.8
1865,Action,Batman: Arkham Origins,PlayStation 3,7.8
1866,Action,Batman: Arkham Origins,PC,7.8
1867,Action,Batman: Arkham Origins,Wii U,7.8
1868,Adventure,Phoenix Wright: Ace Attorney -- Dual Destinies,Nintendo 3DS,7.2
1869,Action,How to Survive,Wii U,5.4
1870,Action,How to Survive,PC,5.4
1871,Action,How to Survive,PlayStation 3,5.4
1872,Action,How to Survive,Xbox 360,5.4
1873,Party,Wii Party U,Wii U,7.5
1874,Platformer,Sonic: Lost World [3DS],Nintendo 3DS,6.8
1875,Music,Rocksmith 2014,Macintosh,9.0
1876,Music,Rocksmith 2014,PC,9.0
1877,Music,Rocksmith 2014,PlayStation 3,9.0
1878,Music,Rocksmith 2014,Xbox 360,9.0
1879,"Shooter, RPG",Borderlands 2: T.K. Baha's Bloody Harvest,Xbox 360,7.0
1880,Action,LEGO Marvel Super Heroes,Wii U,9.0
1881,Action,LEGO Marvel Super Heroes,Xbox One,9.0
1882,Action,LEGO Marvel Super Heroes,PlayStation 4,9.0
1883,Action,LEGO Marvel Super Heroes,PC,9.0
1884,Action,LEGO Marvel Super Heroes,PlayStation 3,9.0
1885,Action,LEGO Marvel Super Heroes,Xbox 360,9.0
1886,Shooter,Deus Ex: Human Revolution -- Director's Cut,Wii U,8.3
1887,RPG,Rune Factory 4,Nintendo 3DS,8.0
1888,Adventure,The Stanley Parable,Macintosh,8.8
1889,Adventure,The Stanley Parable,PC,8.8
1890,Platformer,Sonic: Lost World,Wii U,5.8
1891,"Platformer, Action",Glare,PC,7.1
1892,Adventure,Knock-Knock,PC,6.2
1893,Platformer,140,PC,8.0
1894,"Music, Action",Soundodger,PC,7.3
1895,"Action, Adventure",Skylanders Swap Force,Wii U,8.2
1896,"Action, Adventure",Skylanders Swap Force,Wii,8.2
1897,"Action, Adventure",Skylanders Swap Force,Xbox 360,8.2
1898,"Action, Adventure",Skylanders Swap Force,PlayStation 3,8.2
1899,Adventure,Skylanders Swap Force,Nintendo 3DS,7.1
1900,"Action, RPG",Legends of Aethereus,PC,4.7
1901,"Puzzle, RPG",Marvel Puzzle Quest: Dark Reign,iPhone,9.1
1902,Music,Just Dance 2014,Wii U,7.9
1903,Music,Just Dance 2014,Xbox 360,7.5
1904,Music,Just Dance 2014,Wii,7.7
1905,Music,Just Dance 2014,PlayStation 3,7.7
1906,Adventure,The Wolf Among Us: Episode 1 -- Faith,iPad,9.0
1907,Adventure,The Wolf Among Us: Episode 1 -- Faith,PlayStation 3,9.0
1908,Adventure,The Wolf Among Us: Episode 1 -- Faith,PC,9.0
1909,Adventure,The Wolf Among Us: Episode 1 -- Faith,Xbox 360,9.0
1910,Card,Dead Man's Draw,iPhone,6.2
1911,RPG,Dragon's Prophet,PC,5.1
1912,Adventure,Beyond: Two Souls,PlayStation 3,6.0
1913,Adventure,Lone Survivor (Director’s Cut),PlayStation Vita,8.6
1914,Adventure,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,Xbox 360,5.5
1915,Adventure,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,PlayStation 3,5.5
1916,Adventure,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,PC,5.5
1917,Adventure,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,Macintosh,5.5
1918,Adventure,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,Linux,5.5
1919,RPG,Pokemon X,Nintendo 3DS,9.0
1920,RPG,Pokemon Y,Nintendo 3DS,9.0
1921,Racing,F1 2013,PlayStation 3,8.0
1922,Racing,F1 2013,Xbox 360,8.0
1923,Racing,F1 2013,PC,8.0
1924,Shooter,Alien Rage,PC,4.4
1925,RPG,Dragon Fantasy Book II,PlayStation 3,3.0
1926,RPG,Dragon Fantasy Book II,PlayStation Vita,3.0
1927,Shooter,Shadow Warrior,PC,8.6
1928,Battle,Guardians of Middle-earth,PC,7.9
1929,Shooter,Takedown: Red Sabre,PC,4.0
1930,Simulation,Armored Core: Verdict Day,PlayStation 3,7.6
1931,Adventure,Rain,PlayStation 3,7.0
1932,Action,Disgaea D2: A Brighter Darkness,PlayStation 3,9.1
1933,"Action, Simulation",MechWarrior Online,PC,7.3
1934,Shooter,Carnivores: Dinosaur Hunter HD,PlayStation 3,4.0
1935,"Action, RPG",Warhammer Quest,iPhone,7.5
1936,Sports,NBA 2K14,PlayStation 3,9.3
1937,Sports,NBA 2K14,Xbox 360,9.3
1938,"Puzzle, Action",Scribblenauts Unmasked: A DC Comics Adventure,Nintendo 3DS,9.1
1939,"Puzzle, Action",Scribblenauts Unmasked: A DC Comics Adventure,PC,9.1
1940,"Puzzle, Action",Scribblenauts Unmasked: A DC Comics Adventure,Wii U,9.1
1941,RPG,Etrian Odyssey Untold: The Millennium Girl,Nintendo 3DS,8.5
1942,Sports,FIFA 14,PlayStation 3,9.0
1943,Sports,FIFA 14,PC,9.0
1944,Shooter,Narco Terror,PC,6.5
1945,Shooter,Narco Terror,PlayStation 3,6.5
1946,Shooter,ArmA III,PC,7.0
1947,Sports,Pro Evolution Soccer 2014,PlayStation 3,8.4
1948,Sports,Pro Evolution Soccer 2014,PC,8.4
1949,Sports,Pro Evolution Soccer 2014,Xbox 360,8.4
1950,"Fighting, Action",Infinity Blade III,iPhone,9.1
1951,Platformer,SteamWorld Dig,PlayStation Vita,9.5
1952,Platformer,SteamWorld Dig,Nintendo 3DS,9.5
1953,Platformer,SteamWorld Dig,PC,9.5
1954,Platformer,SteamWorld Dig,PlayStation 4,9.5
1955,"Action, Adventure",The Legend of Zelda: The Wind Waker HD,Wii U,9.8
1956,"Action, Adventure",The Legend of Zelda: The Wind Waker HD (Nintendo eShop Edition),Wii U,9.8
1957,"Action, Adventure",Grand Theft Auto V,Xbox 360,10.0
1958,"Action, Adventure",Grand Theft Auto V,PlayStation 3,10.0
1959,Shooter,Call of Duty: Strike Team,iPhone,6.0
1960,RPG,Final Fantasy XIV Online: A Realm Reborn,PC,8.6
1961,RPG,Final Fantasy XIV Online: A Realm Reborn,PlayStation 3,8.6
1962,RPG,Final Fantasy XIV Online: A Realm Reborn,PlayStation 4,8.6
1963,"Action, Compilation",Kingdom Hearts HD I.5 ReMIX,PlayStation 3,8.5
1964,Adventure,Amnesia: A Machine for Pigs,PC,8.3
1965,"Action, RPG",Diablo III,PlayStation 3,9.0
1966,"Action, RPG",Diablo III,Xbox 360,9.0
1967,Strategy,Total War: Rome II,PC,8.8
1968,Sports,NHL 14,PlayStation 3,8.3
1969,Sports,NHL 14,Xbox 360,8.3
1970,Platformer,Puppeteer,PlayStation 3,8.5
1971,Fighting,Divekick,PlayStation Vita,7.0
1972,Fighting,Divekick,PC,7.0
1973,Fighting,Divekick,PlayStation 3,7.0
1974,Shooter,Killzone: Mercenary,PlayStation Vita,8.0
1975,"Action, Adventure",Outlast,PlayStation 4,7.8
1976,"Action, Adventure",Outlast,PC,7.8
1977,Platformer,Castle of Illusion Starring Mickey Mouse,Xbox 360,6.7
1978,Platformer,Castle of Illusion Starring Mickey Mouse,PC,6.7
1979,Action,Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox 360,6.1
1980,Strategy,Space Hulk,PC,6.7
1981,Shooter,Guncraft,PC,6.4
1982,Action,Killer is Dead,PlayStation 3,5.0
1983,Action,Killer is Dead,Xbox 360,5.0
1984,Action,Lost Planet 3,PC,6.2
1985,Action,Lost Planet 3,Xbox 360,6.2
1986,Action,Lost Planet 3,PlayStation 3,6.2
1987,Shooter,Teleglitch: Die More Edition,Linux,7.8
1988,Shooter,Teleglitch: Die More Edition,Macintosh,7.8
1989,Shooter,Teleglitch: Die More Edition,PC,7.8
1990,Platformer,Rayman Legends,Wii U,9.5
1991,Platformer,Rayman Legends,Xbox One,9.5
1992,Platformer,Rayman Legends,PlayStation 4,9.5
1993,Platformer,Rayman Legends,PC,9.5
1994,Platformer,Rayman Legends,Xbox 360,9.5
1995,Platformer,Rayman Legends,PlayStation 3,9.5
1996,Sports,Madden NFL 25,Xbox 360,8.5
1997,Sports,Madden NFL 25,PlayStation 3,8.5
1998,Action,Flashback,Xbox 360,5.8
1999,Action,Flashback,PC,5.8
2000,Action,Flashback,PlayStation 3,5.8
2001,Action,Charlie Murder,Xbox 360,7.0
